"CODE" "PLOT" "BLOCK" "TREAT" "DATE" "SPEC" "SP_CODE" "LIFE.FORM" "NO_STEMS" "BASAL_A" "HEIGHT_M" "LEAVES" "TRUNK" "WEIGHT" "SURV" "WET..g." "DRY" "WATER" "DBH1" "DBH2" "DBH3" "DBH4" "DBH5" "DBH6" "DBH7" "DBH8" "DBH9" "DBH10" "DBH11" "DBH12" "DBH13" "DBH14" "DBH15" "DBH16" "DBH17" "DBH18" "DBH19" "DBH20" "DBH21" "DBH22" "DBH23" "DBH24" "DBH25" "DBH26" "DBH27" "DBH28" "DBH29" "DBH30" "DBH31" "DBH32" "DBH33" "DBH34" "DBH35" "DBH36" "DBH37" "DBH38" "DBH39" "DBH40" "DBH41" "DBH42" "DBH43" "DBH44" "DBH45" "DBH46" "DBH47"
"140" "WG2P4" "P4" "WG2" "WEEVIL25" "08/13/16" "Paspalum sp. 1" "PASPS1" "grass" NA NA NA "0.04248" NA "0.04248" "KM" 1.4 0.54 0.86 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"141" "WG2P4" "P4" "WG2" "WEEVIL25" "08/13/16" "Euphorbia hirta" "EUPHHI" "herb" NA NA NA "0.02064" NA "0.02064" "KM" 4.39 0.78 3.61 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"142" "WG2P5" "P5" "WG2" "INSECTICIDE" "08/12/16" "Piptrus argenteus" "PIPTAR" "tree" 7 82.75 4.16 "18.615" "39.13" "57.745" "KM" 23.85 7.98 15.87 4.8 3.9 5.5 4.8 3.1 1.4 1.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"143" "WG2P5" "P5" "WG2" "INSECTICIDE" "08/12/16" "Sida rhombifolia" "SIDARH" "tree" 1 6.16 2.9 "1.175" "4.38" "5.555" "KM" 13.04 3.86 9.18 2.8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"144" "WG2P5" "P5" "WG2" "INSECTICIDE" "08/12/16" "Mikania micrantha" "MIKAMI" "vine" NA NA NA "1.99" NA "1.99" "KM" 15.46 1.45 14.01 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"145" "WG2P5" "P5" "WG2" "INSECTICIDE" "08/12/16" "Paspalum conjugatum" "PASPCO" "grass" NA NA NA "9.005" NA "9.005" "KM" 5.17 1.18 3.99 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"146" "WG2P5" "P5" "WG2" "INSECTICIDE" "08/12/16" "Phylacium bracteosum" "PHYLBR" "vine" NA NA NA "0.485" NA "0.485" "KM" 7.17 1.98 5.19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"147" "WG2P5" "P5" "WG2" "INSECTICIDE" "08/12/16" "Paspalum sp. 1" "PASPS1" "grass" NA NA NA "0.09568" NA "0.09568" "KM" 2.43 0.85 1.58 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"148" "WG2P5" "P5" "WG2" "INSECTICIDE" "08/12/16" "Dioscorea sp. 1" "DIOSS1" "vine" NA NA NA "0.02548" NA "0.02548" "KM" 16.06 3.01 13.05 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"149" "WG2P6" "P6" "WG2" "CONTROL" "08/06/16" "Melanolepis multiglandulosa" "MELAMU" "tree" 9 106.96 4.6 "17.44" "42.37" "59.81" "KM" 17.94 4.34 13.6 3.9 4.5 5.5 6.3 2 2.1 2.7 3.2 2.2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"150" "WG2P6" "P6" "WG2" "CONTROL" "08/06/16" "Piptrus argenteus" "PIPTAR" "tree" 1 7.55 4.7 "2.575" "6.04" "8.615" "KM" 24.45 7.82 16.63 3.1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"151" "WG2P6" "P6" "WG2" "CONTROL" "08/06/16" "Macaranga tanarius" "MACATA" "tree" 1 3.8 3.5 "0.478" "0.61" "1.088" "KM" 21.32 7.93 13.39 2.2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"152" "WG2P6" "P6" "WG2" "CONTROL" "08/06/16" "Cordyline terminalis" "CORDTE" "herb" 4 9.92 2.25 "1.225" "2.43" "3.655" "KM" 35.09 10.09 25 1.7 1.9 1.8 1.7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"153" "WG2P6" "P6" "WG2" "CONTROL" "08/06/16" "Vitex coffasus" "VITECO" "tree" 1 2.27 2.7 "0.36" "0.75" "1.11" "KM" 21.49 6.76 14.73 1.7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"154" "WG2P6" "P6" "WG2" "CONTROL" "08/06/16" "Mikania micrantha" "MIKAMI" "vine" NA NA NA "3.835" NA "3.835" "KM" 14.8 1.65 13.15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"155" "WG2P6" "P6" "WG2" "CONTROL" "08/06/16" "Synedrella nodiflora" "SYNENO" "herb" NA NA NA "0.655" NA "0.655" "KM" 13.83 3.04 10.79 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"156" "WG2P6" "P6" "WG2" "CONTROL" "08/06/16" "Piper umbellatum" "PIPEUM" "tree" 1 NA NA "0.385" "0.22" "0.605" "KM" 19.15 3.05 16.1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"157" "WG2P6" "P6" "WG2" "CONTROL" "08/06/16" "Ageratum conyzoides" "AGERCO" "herb" NA NA NA "0.415" NA "0.415" "KM" 13.38 1.77 11.61 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"158" "WG2P6" "P6" "WG2" "CONTROL" "08/06/16" "Hyptis capitata" "HYPTCA" "herb" NA NA NA "0.475" NA "0.475" "KM" 6.64 1.27 5.37 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"159" "WG2P6" "P6" "WG2" "CONTROL" "08/06/16" "Dioscorea sp. 1" "DIOSS1" "vine" NA NA NA "0.245" NA "0.245" "KM" 23.92 4.67 19.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"160" "WG2P6" "P6" "WG2" "CONTROL" "08/06/16" "Piper aduncum" "PIPEAD" "tree" 1 NA NA "0.02333" NA "0.02333" "KM" 10.46 1.51 8.95 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"161" "WG3P1" "P1" "WG3" "WEEVIL25" "08/03/16" "Piptrus argenteus" "PIPTAR" "tree" 19 102.98 3.46 "11.68" "50.87" "62.55" "KM" 23.02 7.01 16.01 3.8 1.5 1.9 1.2 1.3 1.5 4.4 2.5 2.2 1.8 1.4 3.8 1.3 3.4 3.5 2.3 3 2 3.4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"162" "WG3P1" "P1" "WG3" "WEEVIL25" "08/03/16" "Melanolepis multiglandulosa" "MELAMU" "tree" 7 30.85 4.31 "2.515" "8.535" "11.05" "KM" 16.36 2.43 13.93 3.3 2.3 2.4 2.5 1.2 2.6 1.7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"163" "WG3P1" "P1" "WG3" "WEEVIL25" "08/03/16" "Mikania micrantha" "MIKAMI" "vine" NA NA NA "3.425" NA "3.425" "KM" 12.73 1.06 11.67 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"164" "WG3P1" "P1" "WG3" "WEEVIL25" "08/03/16" "Stachytarpheta urticaefolia" "STACUR" "herb" NA NA NA "5.48" "3.165" "8.645" "KM" 18.95 3.29 15.66 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"165" "WG3P1" "P1" "WG3" "WEEVIL25" "08/03/16" "Synedrella nodiflora" "SYNENO" "herb" NA NA NA "3.36" NA "3.36" "KM" 8.34 1.9 6.44 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"166" "WG3P1" "P1" "WG3" "WEEVIL25" "08/03/16" "Ageratum conyzoides" "AGERCO" "herb" NA NA NA "0.28" NA "0.28" "KM" 11.16 1.34 9.82 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"167" "WG3P1" "P1" "WG3" "WEEVIL25" "08/03/16" "Piper aduncum" "PIPEAD" "tree" 1 NA NA "0.275" NA "0.275" "KM" 17.63 2.46 15.17 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"168" "WG3P1" "P1" "WG3" "WEEVIL25" "08/03/16" "Faradaya splendida" "FARASP" "vine" NA NA NA "0.41" NA "0.41" "KM" 16.95 5.05 11.9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"169" "WG3P1" "P1" "WG3" "WEEVIL25" "08/03/16" "Imperata cyllindrica" "IMPECY" "grass" NA NA NA "0.04899" NA "0.04899" "KM" 8.88 2.88 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"170" "WG3P1" "P1" "WG3" "WEEVIL25" "08/03/16" "Macaranga bifoveata" "MACABI" "tree" 1 NA NA "0.03178" "0.02902" "0.0608" "KM" 12.25 4.3 7.95 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"171" "WG3P1" "P1" "WG3" "WEEVIL25" "08/03/16" "Ficus pachyrrachis" "FICUPA" "tree" 1 NA NA "0.09077" "0.17228" "0.26305" "KM" 24.57 5.6 18.97 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"172" "WG3P1" "P1" "WG3" "WEEVIL25" "08/03/16" "Ichnanthus vicinus" "ICHNVI" "herb" NA NA NA "0.00791" NA "0.00791" "KM" 3.25 0.7 2.55 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"173" "WG3P1" "P1" "WG3" "WEEVIL25" "08/03/16" "Macaranga tanarius" "MACATA" "tree" 1 NA NA "0.0113" NA "0.0113" "KM" 3.3 1.06 2.24 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"174" "WG3P1" "P1" "WG3" "WEEVIL25" "08/03/16" "Ficus hispidoides" "FICUHI" "tree" 1 NA NA "0.00659" "0.00839" "0.01498" "KM" 5.02 1.21 3.81 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"175" "WG3P1" "P1" "WG3" "WEEVIL25" "08/03/16" "Sida rhombifolia" "SIDARH" "tree" 1 NA NA "0.01317" "0.01151" "0.02468" "KM" 7.65 1.47 6.18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"176" "WG3P1" "P1" "WG3" "WEEVIL25" "08/03/16" "Hornstedtia lycostoma" "HORNLY" "herb" NA NA NA "0.01916" NA "0.01916" "KM" 4.98 0.93 4.05 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"177" "WG3P1" "P1" "WG3" "WEEVIL25" "08/03/16" "Dioscorea sp. 1" "DIOSAL" "vine" NA NA NA "0.00218" NA "0.00218" "KM" 1.13 0.16 0.97 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"178" "WG3P1" "P1" "WG3" "WEEVIL25" "08/03/16" "Merrilliodendron megacarpus" "MERRME" "tree" 1 NA NA "0.01686" NA "0.01686" "KM" 11.87 3.46 8.41 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"179" "WG3P1" "P1" "WG3" "WEEVIL25" "08/03/16" "Tournefortia sarmentosa" "TOURSA" "shrub" NA NA NA "0.02073" NA "0.02073" "KM" 1.57 0.28 1.29 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"180" "WG3P1" "P1" "WG3" "WEEVIL25" "08/03/16" "Smilax australis" "SMILAU" "vine" NA NA NA "0.0018" NA "0.0018" "KM" 1.31 0.18 1.13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"181" "WG3P2" "P2" "WG3" "WEEVIL125" "08/05/06" "Piptrus argenteus" "PIPTAR" "tree" 3 27.32 4.17 "3.435" "13.315" "16.75" "KM" 23.12 7.43 15.69 4.3 3 2.7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"182" "WG3P2" "P2" "WG3" "WEEVIL125" "08/05/06" "Melanolepis multiglandulosa" "MELAMU" "tree" 6 26.94 3.23 "3.34" "6.91" "10.25" "KM" 15.55 2.77 12.78 2.4 4 1 1.3 2.7 1.6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"183" "WG3P2" "P2" "WG3" "WEEVIL125" "08/05/06" "Ficus pachyrrachis" "FICUPA" "tree" 3 7.27 2.33 "0.53" "1.17" "1.7" "KM" 32.99 9.51 23.48 1.7 1.4 2.1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"184" "WG3P2" "P2" "WG3" "WEEVIL125" "08/05/06" "Hamalantus novoguinensis" "HAMANO" "tree" 1 1.33 2.2 "0.13953" "0.25" "0.38953" "KM" 25.23 6.05 19.18 1.3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"185" "WG3P2" "P2" "WG3" "WEEVIL125" "08/05/06" "Imperata cyllindrica" "IMPECY" "grass" NA NA NA "3.79" NA "3.79" "KM" 7.67 2.69 4.98 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"186" "WG3P2" "P2" "WG3" "WEEVIL125" "08/05/06" "Mikania micrantha" "MIKAMI" "vine" NA NA NA "7.73" NA "7.73" "KM" 15.24 1.67 13.57 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"187" "WG3P2" "P2" "WG3" "WEEVIL125" "08/05/06" "Ageratum conyzoides" "AGERCO" "herb" NA NA NA "0.81" NA "0.81" "KM" 11.03 1.86 9.17 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"188" "WG3P2" "P2" "WG3" "WEEVIL125" "08/05/06" "Paspalum conjugatum" "PASPCO" "grass" NA NA NA "0.59" NA "0.59" "KM" 5.99 1.28 4.71 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"189" "WG3P2" "P2" "WG3" "WEEVIL125" "08/05/06" "Trichospermum pleiostigma" "TRICPL" "tree" 1 NA NA "0.00446" "0.01211" "0.01657" "KM" 3.4 0.75 2.65 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"190" "WG3P2" "P2" "WG3" "WEEVIL125" "08/05/06" "Ichnanthus vicinus" "ICHNVI" "herb" NA NA NA "0.02346" NA "0.02346" "KM" 4.52 1.25 3.27 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"191" "WG3P2" "P2" "WG3" "WEEVIL125" "08/05/06" "Sida rhombifolia" "SIDARH" "tree" 1 NA NA "0.1084" "0.02766" "0.13606" "KM" 4.32 1.6 2.72 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"192" "WG3P2" "P2" "WG3" "WEEVIL125" "08/05/06" "Cyperus involucratus" "CYPHIN" "sedge" NA NA NA "0.10279" NA "0.10279" "KM" 9.87 1.53 8.34 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"193" "WG3P2" "P2" "WG3" "WEEVIL125" "08/05/06" "Barringtonia sp.1" "BARRS1" "tree" 1 NA NA "0.01522" NA "0.01522" "KM" 7.36 1.66 5.7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"194" "WG3P3" "P3" "WG3" "CONTROL" "08/04/16" "Piptrus argenteus" "PIPTAR" "tree" 25 172.91 3.65 "37.265" "63.21" "100.475" "KM" 19.58 6.35 13.23 4.6 4.8 2.2 2.3 4.6 3.3 3.8 2.9 2.3 3.5 1.6 2.1 4 1.8 2.7 2.3 1.9 1.5 3.1 2.1 2.2 4.3 2.1 1.6 2.1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"195" "WG3P3" "P3" "WG3" "CONTROL" "08/04/16" "Melanolepis multiglandulosa" "MELAMU" "tree" 5 23.29 4.32 "2.3" "6.495" "8.795" "KM" 12.25 2.41 9.84 3.3 2.2 1.5 3.2 1.2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"196" "WG3P3" "P3" "WG3" "CONTROL" "08/04/16" "Piper umbellatum" "PIPEUM" "tree" 1 NA NA "1.195" "1.04" "2.235" "KM" 19.86 2.86 17 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"197" "WG3P3" "P3" "WG3" "CONTROL" "08/04/16" "Mikania micrantha" "MIKAMI" "vine" NA NA NA "5.815" NA "5.815" "KM" 9.14 1.24 7.9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"198" "WG3P3" "P3" "WG3" "CONTROL" "08/04/16" "Costus speciosus" "COSTSP" "herb" NA NA NA "0.475" "1.525" "2" "KM" 17.58 2.51 15.07 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"199" "WG3P3" "P3" "WG3" "CONTROL" "08/04/16" "Piper aduncum" "PIPEAD" "tree" 1 NA NA NA "0.225" "0.225" "KM" 17.13 3.12 14.01 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"200" "WG3P3" "P3" "WG3" "CONTROL" "08/04/16" "Hamalantus novoguinensis" "HAMANO" "tree" 1 3.8 3.5 "0.6" NA "0.6" "KM" 19.12 5.26 13.86 2.2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"201" "WG3P3" "P3" "WG3" "CONTROL" "08/04/16" "Synedrella nodiflora" "SYNENO" "herb" NA NA NA "1.4" NA "1.4" "KM" 8.99 3.08 5.91 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"202" "WG3P3" "P3" "WG3" "CONTROL" "08/04/16" "Ageratum conyzoides" "AGERCO" "herb" NA NA NA "0.06743" NA "0.06743" "KM" 6.06 0.72 5.34 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"203" "WG3P3" "P3" "WG3" "CONTROL" "08/04/16" "Macaranga fallacina" "MACAFA" "tree" 1 NA NA "0.02521" "0.02411" "0.04932" "KM" 19.93 7.21 12.72 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"204" "WG3P3" "P3" "WG3" "CONTROL" "08/04/16" "Macaranga aleurotoides" "MACAAL" "tree" 1 NA NA "0.01207" "0.02171" "0.03378" "KM" 7.76 2.79 4.97 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"205" "WG3P3" "P3" "WG3" "CONTROL" "08/04/16" "Endospermum labios" "ENDOLA" "tree" 1 NA NA "0.03081" "0.03887" "0.06968" "KM" 22.37 3.3 19.07 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"206" "WG3P3" "P3" "WG3" "CONTROL" "08/04/16" "Passiflora foetida" "PASSFO" "vine" NA NA NA "0.01408" NA "0.01408" "KM" 3.6 0.33 3.27 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"207" "WG3P3" "P3" "WG3" "CONTROL" "08/04/16" "Ichnanthus vicinus" "ICHNVI" "herb" NA NA NA "0.03605" NA "0.03605" "KM" 7.26 1.16 6.1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"208" "WG3P3" "P3" "WG3" "CONTROL" "08/04/16" "Piper betle" "PIPEBE" "vine" NA NA NA "0.00923" NA "0.00923" "KM" 4.14 0.6 3.54 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"209" "WG3P3" "P3" "WG3" "CONTROL" "08/04/16" "Trichospermum pleiostigma" "TRICPL" "tree" 1 NA NA "0.03811" "0.05503" "0.09314" "KM" 7.49 2.23 5.26 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
